# #Freq. (Hz.), dB Mag., Phase (deg.)
4.242556430717776828e-02,-2.141377349471996094e+00,-2.437894341373161069e+02
4.311561990318228677e-02,-2.543991062649408441e+00,-2.440508978481680629e+02
4.381689931514189812e-02,-2.947230691533158975e+00,-2.443075533534697001e+02
4.452958509942655380e-02,-3.351086112879735790e+00,-2.445593832064312778e+02
4.525386278170166754e-02,-3.755547447336684108e+00,-2.448063712604664488e+02
4.598992090522438514e-02,-4.160605067537362700e+00,-2.450485025864716704e+02
4.673795107992463616e-02,-4.566249605797595201e+00,-2.452857633896515779e+02
4.749814803228499804e-02,-4.972471961433503118e+00,-2.455181409259918723e+02
4.827070965603182801e-02,-5.379263307719327258e+00,-2.457456234184681421e+02
4.905583706365045787e-02,-5.786615098504846344e+00,-2.459681999730674988e+02
4.985373463873893352e-02,-6.194519074513174850e+00,-2.461858604946898481e+02
5.066461008921268466e-02,-6.602967269338857470e+00,-2.463985956029814304e+02
5.148867450137492585e-02,-7.011952015167675967e+00,-2.466063965481443461e+02
5.232614239486661767e-02,-7.421465948239186261e+00,-2.468092551267530439e+02
5.317723177850972038e-02,-7.831502014072910356e+00,-2.470071635975979802e+02
5.404216420705915125e-02,-8.242053472480003862e+00,-2.472001145975652889e+02
5.492116483887789224e-02,-8.653113902381585731e+00,-2.473881010575508981e+02
5.581446249454960484e-02,-9.064677206454796021e+00,-2.475711161183959348e+02
5.672228971644543288e-02,-9.476737615628424649e+00,-2.477491530468202825e+02
5.764488282925878809e-02,-9.889289693448548135e+00,-2.479222051513195311e+02
5.858248200152536139e-02,-1.030232834033573752e+01,-2.480902656979814651e+02
5.953533130814370189e-02,-1.071584879775433308e+01,-2.482533278261659859e+02
6.050367879391218423e-02,-1.112984665231416415e+01,-2.484113844639830972e+02
6.148777653810023197e-02,-1.154431783982546200e+01,-2.485644282434931540e+02
6.248788072006894456e-02,-1.195925864932640970e+01,-2.487124514155420911e+02
6.350425168595962011e-02,-1.237466572710352963e+01,-2.488554457641348563e+02
6.453715401646702154e-02,-1.279053608072408466e+01,-2.489934025202391012e+02
6.558685659571428239e-02,-1.320686708309935575e+01,-2.491263122749008687e+02
6.665363268124913088e-02,-1.362365647659811430e+01,-2.492541648915421604e+02
6.773775997517751668e-02,-1.404090237722785162e+01,-2.493769494173004091e+02
6.883952069645496441e-02,-1.445860327890255803e+01,-2.494946539932573728e+02
6.995920165435375038e-02,-1.487675805781429439e+01,-2.496072657633939684e+02
7.109709432312431854e-02,-1.529536597692560385e+01,-2.497147707820942628e+02
7.225349491787214085e-02,-1.571442669060038710e+01,-2.498171539200110374e+02
7.342870447166766068e-02,-1.613394024938876115e+01,-2.499143987680905070e+02
7.462302891391107973e-02,-1.655390710498271289e+01,-2.500064875395408990e+02
7.583677914997190295e-02,-1.697432811535799502e+01,-2.500934009695150735e+02
7.707027114212294805e-02,-1.739520455011702893e+01,-2.501751182122619070e+02
7.832382599179196769e-02,-1.781653809604835104e+01,-2.502516167354862660e+02
7.959777002314985528e-02,-1.823833086291597994e+01,-2.503228722116382698e+02
8.089243486805938743e-02,-1.866058538949317480e+01,-2.503888584058374249e+02
8.220815755240540312e-02,-1.908330464985331076e+01,-2.504495470601155773e+02
8.354528058382862388e-02,-1.950649205993047985e+01,-2.505049077736437653e+02
8.490415204088747059e-02,-1.993015148436210282e+01,-2.505549078785857660e+02
8.628512566366895731e-02,-2.035428724362420283e+01,-2.505995123111979410e+02
8.768856094587426653e-02,-2.077890412147024435e+01,-2.506386834777697459e+02
8.911482322840201531e-02,-2.120400737268307978e+01,-2.506723811149730068e+02
9.056428379445294330e-02,-2.162960273114800458e+01,-2.507005621441587664e+02
9.203731996618221001e-02,-2.205569641825524840e+01,-2.507231805191097465e+02
9.353431520292386503e-02,-2.248229515163767545e+01,-2.507401870667228536e+02
9.505565920101191613e-02,-2.290940615424841198e+01,-2.507515293200607971e+02
9.660174799522645850e-02,-2.333703716378231263e+01,-2.507571513431721826e+02
9.817298406188841586e-02,-2.376519644244197593e+01,-2.507569935470380074e+02
9.976977642363200893e-02,-2.419389278704840507e+01,-2.507509924959576324e+02
1.013925407558815273e-01,-2.462313553949328693e+01,-2.507390807036370575e+02
1.030416994950587445e-01,-2.505293459752680718e+01,-2.507211864181913370e+02
1.047176819485520216e-01,-2.548330042587345190e+01,-2.506972333952131748e+02
1.064209244064724669e-01,-2.591424406766255117e+01,-2.506671406580007329e+02
1.081518702552288075e-01,-2.634577715615854032e+01,-2.506308222439675717e+02
1.099109700929497280e-01,-2.677791192676976095e+01,-2.505881869361874124e+02
1.116986818467822634e-01,-2.721066122931000919e+01,-2.505391379789462576e+02
1.135154708920999012e-01,-2.764403854048141795e+01,-2.504835727760894315e+02
1.153618101736478552e-01,-2.807805797653956859e+01,-2.504213825708590662e+02
1.172381803286598606e-01,-2.851273430609477444e+01,-2.503524521058167807e+02
1.191450698119776025e-01,-2.894808296299409633e+01,-2.502766592613388070e+02
1.210829750232039481e-01,-2.938412005921804138e+01,-2.501938746710514465e+02
1.230524004359261625e-01,-2.982086239771524561e+01,-2.501039613124501102e+02
1.250538587290391246e-01,-3.025832748508353376e+01,-2.500067740708039992e+02
1.270878709202058199e-01,-3.069653354399179079e+01,-2.499021592743024485e+02
1.291549665014883885e-01,-3.113549952521846365e+01,-2.497899541982341702e+02
1.312556835771842845e-01,-3.157524511916246368e+01,-2.496699865358188504e+02
1.333905690039058622e-01,-3.201579076665999679e+01,-2.495420738331185646e+02
1.355601785329368925e-01,-3.245715766891279230e+01,-2.494060228852551120e+02
1.377650769549053633e-01,-3.289936779630462382e+01,-2.492616290909369354e+02
1.400058382468097606e-01,-3.334244389584709722e+01,-2.491086757620632852e+02
1.422830457214351862e-01,-3.378640949695599716e+01,-2.489469333849173154e+02
1.445972921792019472e-01,-3.423128891521491823e+01,-2.487761588291853627e+02
1.469491800624817268e-01,-3.467710725372892000e+01,-2.485960945007458349e+02
1.493393216124251910e-01,-3.512389040161289699e+01,-2.484064674338563918e+02
1.517683390283405265e-01,-3.557166502908940942e+01,-2.482069883180321312e+02
1.542368646296627399e-01,-3.602045857859229017e+01,-2.479973504545528726e+02
1.567455410205594868e-01,-3.647029925118268068e+01,-2.477772286371583164e+02
1.592950212572122881e-01,-3.692121598747956313e+01,-2.475462779510960445e+02
1.618859690178197641e-01,-3.737323844218912683e+01,-2.473041324842702124e+02
1.645190587753662392e-01,-3.782639695118048451e+01,-2.470504039438108066e+02
1.671949759731990170e-01,-3.828072248989872861e+01,-2.467846801709415558e+02
1.699144172034625921e-01,-3.873624662172820621e+01,-2.465065235465769433e+02
1.726780903884355955e-01,-3.919300143471191689e+01,-2.462154692796347604e+02
1.754867149648150215e-01,-3.965101946479781247e+01,-2.459110235696181235e+02
1.783410220710008043e-01,-4.011033360351299848e+01,-2.455926616346127958e+02
1.812417547374237659e-01,-4.057097698765566207e+01,-2.452598255954864044e+02
1.841896680799710861e-01,-4.103298286824128382e+01,-2.449119222067795363e+02
1.871855294965579231e-01,-4.149638445553260624e+01,-2.445483204245842330e+02
1.902301188668943932e-01,-4.196121473651830058e+01,-2.441683488016453794e+02
1.933242287555045347e-01,-4.242750626067595476e+01,-2.437712927000478089e+02
1.964686646180446583e-01,-4.289529088924788169e+01,-2.433563913122264637e+02
1.996642450109793465e-01,-4.336459950257142992e+01,-2.429228344817395850e+02
2.029118018046678074e-01,-4.383546165922064120e+01,-2.424697593163689930e+02
2.062121803999142355e-01,-4.430790519982959097e+01,-2.419962465877872546e+02
2.095662399480432980e-01,-4.478195578746579741e+01,-2.415013169144015421e+02
2.129748535745520921e-01,-4.525763637529335881e+01,-2.409839267272461427e+02
2.164389086064020251e-01,-4.573496659100371886e+01,-2.404429640231735448e+02
2.199593068030074872e-01,-4.621396202608632109e+01,-2.398772439153794380e+02
2.235369645909794090e-01,-4.669463341645874266e+01,-2.392855039988317287e+02
2.271728133026905128e-01,-4.717698569927905794e+01,-2.386663995578826416e+02
2.308677994187169624e-01,-4.766101692892553388e+01,-2.380184986557297862e+02
2.346228848142262458e-01,-4.814671703317846152e+01,-2.373402771610655009e+02
2.384390470093720460e-01,-4.863406638860400477e+01,-2.366301137869251079e+02
2.423172794237598293e-01,-4.912303419208610933e+01,-2.358862852412558198e+02
2.462585916350546744e-01,-4.961357660346807563e+01,-2.351069616190316083e+02
2.502640096417919069e-01,-5.010563463247883931e+01,-2.342902022029267926e+02
2.543345761304648400e-01,-5.059913174172333328e+01,-2.334339518848112220e+02
2.584713507469563742e-01,-5.109397113676277513e+01,-2.325360384749024831e+02
2.626754103723835665e-01,-5.159003271455191708e+01,-2.315941712305447879e+02
2.669478494034320804e-01,-5.208716964319751241e+01,-2.306059410134024290e+02
2.712897800372467416e-01,-5.258520454975336378e+01,-2.295688225731675232e+02
2.757023325609582742e-01,-5.308392529934000237e+01,-2.284801795578974861e+02
2.801866556459195468e-01,-5.358308035921530887e+01,-2.273372729650659210e+02
2.847439166467244931e-01,-5.408237375667586377e+01,-2.261372738710297199e+02
2.893753019050950281e-01,-5.458145966117484704e+01,-2.248772814053550633e+02
2.940820170587063465e-01,-5.507993665028785557e+01,-2.235543470626255669e+02
2.988652873550382560e-01,-5.557734175770146123e+01,-2.221655065560318860e+02
3.037263579703311511e-01,-5.607314445067854081e+01,-2.207078204968419470e+02
3.086664943337274480e-01,-5.656674074554097587e+01,-2.191784252077475514e+02
3.136869824566876352e-01,-5.705744774287297361e+01,-2.175745949145183715e+02
3.187891292677645927e-01,-5.754449894829378565e+01,-2.158938163701268138e+02
3.239742629528195583e-01,-5.802704083658458956e+01,-2.141338766028001146e+02
3.292437333007768863e-01,-5.850413121053407650e+01,-2.122929638954939833e+02
3.345989120549974771e-01,-5.897473999112503407e+01,-2.103697812538046605e+02
3.400411932703706341e-01,-5.943775313820943751e+01,-2.083636704711431094e+02
3.455719936762139399e-01,-5.989198042164994717e+01,-2.062747434520056515e+02
3.511927530450727475e-01,-6.033616771949809277e+01,-2.041040157517917635e+02
3.569049345675229801e-01,-6.076901438846071812e+01,-2.018535354470811853e+02
3.627100252330648367e-01,-6.118919601225574922e+01,-1.995264986575691921e+02
3.686095362172157608e-01,-6.159539247458667433e+01,-1.971273415784658312e+02
3.746050032748993175e-01,-6.198632083143446891e+01,-1.946617980948495017e+02
3.806979871402283999e-01,-6.236077190212804311e+01,-1.921369123013557214e+02
3.868900739327975624e-01,-6.271764891783100637e+01,-1.895609968485411230e+02
3.931828755705770173e-01,-6.305600604265170261e+01,-1.869435311342203079e+02
3.995780301895269782e-01,-6.337508421425415150e+01,-1.842949978591960019e+02
4.060772025700365440e-01,-6.367434163107957090e+01,-1.816266619725849978e+02
4.126820845702952045e-01,-6.395347640739543493e+01,-1.789503018513329096e+02
4.193943955667186474e-01,-6.421243944026440431e+01,-1.762779078108639794e+02
4.262158829015325057e-01,-6.445143633612143219e+01,-1.736213668381089121e+02
4.331483223376398350e-01,-6.467091822144050184e+01,-1.709921540846699770e+02
4.401935185208874501e-01,-6.487156226562126449e+01,-1.684010508467673048e+02
4.473533054498463057e-01,-6.505424362224678703e+01,-1.658579056432652408e+02
4.546295469532399269e-01,-6.522000112323335941e+01,-1.633714501586486847e+02
4.620241371751312998e-01,-6.536999936925344912e+01,-1.609491760896424921e+02
4.695390010680057791e-01,-6.550548984305373779e+01,-1.585972732295583398e+02
4.771760948938745805e-01,-6.562777338002304361e+01,-1.563206242158695431e+02
4.849374067335233129e-01,-6.573816584912965766e+01,-1.541228477598434097e+02
4.928249570040513228e-01,-6.583796832588484449e+01,-1.520063800686685909e+02
5.008407989848212560e-01,-6.592844246701051247e+01,-1.499725834834469538e+02
5.089870193519679953e-01,-6.601079129101287890e+01,-1.480218718254780867e+02
5.172657387216018643e-01,-6.608614516920079041e+01,-1.461538432140809505e+02
5.256791122018424911e-01,-6.615555255145626745e+01,-1.443674128334649538e+02
5.342293299538352080e-01,-6.621997478435902451e+01,-1.426609399791346107e+02
5.429186177618943177e-01,-6.628028430816370076e+01,-1.410323454823088980e+02
5.517492376129122800e-01,-6.633726552047932046e+01,-1.394792171546922077e+02
5.607234882852032420e-01,-6.639161764500192930e+01,-1.379989021492622783e+02
5.698437059469142474e-01,-6.644395902293348399e+01,-1.365885860835011840e+02
5.791122647641758769e-01,-6.649483233677010219e+01,-1.352453594426967811e+02
5.885315775191450882e-01,-6.654471036951436247e+01,-1.339662722144529994e+02
5.981040962380937964e-01,-6.659400198968896234e+01,-1.327483779498698482e+02
6.078323128297229427e-01,-6.664305812969033127e+01,-1.315887685493140395e+02
6.177187597338494873e-01,-6.669217759029423576e+01,-1.304846010730196610e+02
6.277660105806499580e-01,-6.674161255738495413e+01,-1.294331178131650120e+02
6.379766808606281980e-01,-6.679157375907142580e+01,-1.284316607611268353e+02
6.483534286054720708e-01,-6.684223522362937331e+01,-1.274776814808511745e+02
6.588989550799949635e-01,-6.689373862270707605e+01,-1.265687472703795322e+02
6.696160054853221855e-01,-6.694619720147889552e+01,-1.257025443675499901e+02
6.805073696735206568e-01,-6.699969930932221018e+01,-1.248768788382623427e+02
6.915758828738525210e-01,-6.705431155234394680e+01,-1.240896756794254827e+02
7.028244264308345368e-01,-6.711008159370888393e+01,-1.233389765750239349e+02
7.142559285543126357e-01,-6.716704063004816305e+01,-1.226229366627015338e+02
7.258733650817252858e-01,-6.722520557290711452e+01,-1.219398205992435180e+02
7.376797602527730424e-01,-6.728458096373256581e+01,-1.212879981552866013e+02
7.496781874966876869e-01,-6.734516064968738647e+01,-1.206659395212982417e+02
7.618717702322991281e-01,-6.740692924589953350e+01,-1.200722104670734041e+02
7.742636826811269968e-01,-6.746986340781411684e+01,-1.195054674644814554e+02
7.868571506936851145e-01,-6.753393293526845298e+01,-1.189644528568503006e+02
7.996554525892346499e-01,-6.759910172785616567e+01,-1.184479901371757933e+02
8.126619200091945716e-01,-6.766532860915339143e+01,-1.179549793804340538e+02
8.258799387844263373e-01,-6.773256803549477922e+01,-1.174843928618813607e+02
8.393129498166364000e-01,-6.780077070323164889e+01,-1.170352708827191464e+02
8.529644499741024788e-01,-6.786988406679365937e+01,-1.166067178163349638e+02
8.668379930019773916e-01,-6.793985277841035497e+01,-1.161978983820614246e+02
8.809371904473990433e-01,-6.801061905902803062e+01,-1.158080341486488578e+02
8.952657125996391629e-01,-6.808212300877335110e+01,-1.154364002661216944e+02
9.098272894455557980e-01,-6.815430286425942086e+01,-1.150823224221365422e+02
9.246257116405742771e-01,-6.822709520909097591e+01,-1.147451740171751453e+02
9.396648314954690884e-01,-6.830043514309480202e+01,-1.144243735517360960e+02
9.549485639791965852e-01,-6.837425641506573015e+01,-1.141193822179886865e+02
9.704808877380306509e-01,-6.844849152316939467e+01,-1.138297016880347030e+02
9.862658461312820979e-01,-6.852307178657062536e+01,-1.135548720908894040e+02
1.002307548283864369e+00,-6.859792739135068018e+01,-1.132944701704927013e+02
1.018610170155975325e+00,-6.867298741333024736e+01,-1.130481076174285704e+02
1.035177955630176339e+00,-6.874817982002122108e+01,-1.128154295675414573e+02
1.052015217616159015e+00,-6.882343145358079539e+01,-1.125961132612506788e+02
1.069126339173477103e+00,-6.889866799633176697e+01,-1.123898668580651190e+02
1.086515774652537347e+00,-6.897381392013636514e+01,-1.121964284015699320e+02
1.104188050854160164e+00,-6.904879242066431289e+01,-1.120155649309865282e+02
1.122147768207980123e+00,-6.912352533737336557e+01,-1.118470717362932874e+02
1.140399601970033094e+00,-6.919793305981967535e+01,-1.116907717548317294e+02
1.158948303439811811e+00,-6.927193442073192386e+01,-1.115465151083161857e+02
1.177798701197118048e+00,-6.934544657611522211e+01,-1.114141787802199133e+02
1.196955702359042695e+00,-6.941838487249425782e+01,-1.112936664346310920e+02
1.216424293857367944e+00,-6.949066270125950950e+01,-1.111849083788736152e+02
1.236209543736769056e+00,-6.956219133994208903e+01,-1.110878616734813136e+02
1.256316602474121469e+00,-6.963287978011130974e+01,-1.110025103945176852e+02
1.276750704319264518e+00,-6.970263454146129334e+01,-1.109288660547666154e+02
1.297517168657586817e+00,-6.977135947153018947e+01,-1.108669681920073060e+02
1.318621401394748593e+00,-6.983895553037331183e+01,-1.108168851344592838e+02
1.340068896363950657e+00,-6.990532055939259237e+01,-1.107787149555698534e+02
1.361865236756082842e+00,-6.997034903340568235e+01,-1.107525866326610355e+02
1.384016096573130072e+00,-7.003393179492060483e+01,-1.107386614266050344e+02
1.406527242105236386e+00,-7.009595576946558992e+01,-1.107371345027003997e+02
1.429404533431761104e+00,-7.015630366070953983e+01,-1.107482368163589115e+02
1.452653925946781222e+00,-7.021485362399781138e+01,-1.107722372911454727e+02
1.476281471909391074e+00,-7.027147891682389513e+01,-1.108094453212457040e+02
1.500293322019216724e+00,-7.032604752466228604e+01,-1.108602136356708741e+02
1.524695727017572944e+00,-7.037842176050793341e+01,-1.109249415675802481e+02
1.549495039314631617e+00,-7.042845783640915158e+01,-1.110040787791655248e+02
1.574697714643086721e+00,-7.047600540525458257e+01,-1.110981295007833864e+02
1.600310313738701806e+00,-7.052090707109219636e+01,-1.112076573526700543e+02
1.626339504048190499e+00,-7.056299786634068028e+01,-1.113332908288914496e+02
1.652792061464893880e+00,-7.060210469442057502e+01,-1.114757295365022003e+02
1.679674872092653093e+00,-7.063804573662153530e+01,-1.116357512985932772e+02
1.706994934038407852e+00,-7.067062982247284708e+01,-1.118142202484766301e+02
1.734759359233932541e+00,-7.069965576355734527e+01,-1.120120960642462364e+02
1.762975375287203939e+00,-7.072491165168190719e+01,-1.122304445190607396e+02
1.791650327363899509e+00,-7.074617412369514113e+01,-1.124704495535250146e+02
1.820791680099462351e+00,-7.076320759716581676e+01,-1.127334271135053996e+02
1.850407019542302134e+00,-7.077576348379309934e+01,-1.130208410407683459e+02
1.880504055128583429e+00,-7.078357939106473395e+01,-1.133343213564044163e+02
1.911090621689135904e+00,-7.078637832765599569e+01,-1.136756853397479290e+02
1.942174681489024390e+00,-7.078386793483124961e+01,-1.140469618803880678e+02
1.973764326300255334e+00,-7.077573977529753790e+01,-1.144504196701332148e+02
2.005867779508233806e+00,-7.076166872341219971e+01,-1.148885999079800797e+02
2.038493398252464228e+00,-7.074131251751512650e+01,-1.153643543169947918e+02
2.071649675602067031e+00,-7.071431155800266311e+01,-1.158808894203432942e+02
2.105345242766703873e+00,-7.068028906571259995e+01,-1.164418181970342800e+02
2.139588871343421683e+00,-7.063885175714224829e+01,-1.170512204378940169e+02
2.174389475600079891e+00,-7.058959124991217493e+01,-1.177137133485344123e+02
2.209756114795903059e+00,-7.053208648906262113e+01,-1.184345341944224685e+02
2.245697995539771785e+00,-7.046590758945768584e+01,-1.192196370424446457e+02
2.282224474186896224e+00,-7.039062163148508944e+01,-1.200758059002426990e+02
2.319345059274427356e+00,-7.030580113928326114e+01,-1.210107867450205674e+02
2.357069413996727647e+00,-7.021103622976100667e+01,-1.220334409889796063e+02
2.395407358720879287e+00,-7.010595176811945350e+01,-1.231539227140345361e+02
2.434368873543113043e+00,-6.999023132743705844e+01,-1.243838812980643240e+02
2.473964100886811845e+00,-6.986365035513101418e+01,-1.257366894786830187e+02
2.514203348142796557e+00,-6.972612172468272718e+01,-1.272276938654669891e+02
2.555097090352507205e+00,-6.957775780941707922e+01,-1.288744794902526678e+02
2.596655972934872381e+00,-6.941895432817854328e+01,-1.306971307710924748e+02
2.638890814457512946e+00,-6.925050235992478065e+01,-1.327184562189665655e+02
2.681812609453012808e+00,-6.907373579803279995e+01,-1.349641205819818879e+02
2.725432531281027693e+00,-6.889072146083675818e+01,-1.374625926324200407e+02
2.769761935036890943e+00,-6.870449684905449317e+01,-1.402447666442490970e+02
2.814812360507581435e+00,-6.851935401556416139e+01,-1.433430510537168345e+02
2.860595535175745052e+00,-6.834115399401051150e+01,-1.467896478879435733e+02
2.907123377272575304e+00,-6.817763087245037923e+01,-1.506136991644482066e+02
2.954407998880379971e+00,-6.803860541484614544e+01,-1.548370115745093187e+02
3.002461709085549213e+00,-6.793597903895347656e+01,-1.594682873437562023e+02
3.051297017182871052e+00,-6.788333863162631587e+01,-1.644962998492017903e+02
3.100926635931929631e+00,-6.789501152350041480e+01,-1.698832864632924498e+02
3.151363484866476217e+00,-6.798452113525002005e+01,-1.755607575812624930e+02
3.202620693657650008e+00,-6.816263027315565637e+01,-1.814303237165395615e+02
3.254711605531848129e+00,-6.843544667254715819e+01,-1.873712481557987246e+02
3.307649780744242651e+00,-6.880321729674568587e+01,-1.932540513030708382e+02
3.361449000108768459e+00,-6.926027688490916034e+01,-1.989567014915195102e+02
3.416123268585525175e+00,-6.979617163640418198e+01,-2.043785952778978299e+02
3.471686818926559503e+00,-7.039752081972653741e+01,-2.094486730976215654e+02
3.528154115380882860e+00,-7.104998981962384619e+01,-2.141267585899134644e+02
3.585539857459817181e+00,-7.173987939670243463e+01,-2.183996838518228003e+02
3.643858983763548220e+00,-7.245512054021615711e+01,-2.222747868715357811e+02
3.703126675869923279e+00,-7.318570948798311804e+01,-2.257730438618166318e+02
3.763358362286532532e+00,-7.392373899441861340e+01,-2.289231874436441103e+02
3.824569722466999000e+00,-7.466319719757278506e+01,-2.317573065148669968e+02
3.886776690892667752e+00,-7.539966732202886135e+01,-2.343078852473528855e+02
3.949995461220646931e+00,-7.613001210850511313e+01,-2.366060018945017305e+02
4.014242490499317917e+00,-7.685208657608453109e+01,-2.386803622889634084e+02
4.079534503452449279e+00,-7.756449627591570106e+01,-2.405568863008110441e+02
4.145888496832911052e+00,-7.826640338993857426e+01,-2.422586349815813662e+02
4.213321743847289191e+00,-7.895737602174770586e+01,-2.438059316335883011e+02
4.281851798652415830e+00,-7.963727354173838080e+01,-2.452165814671018893e+02
4.351496500925045474e+00,-8.030616067287684245e+01,-2.465061311156234467e+02
4.422273980505896596e+00,-8.096424383182576889e+01,-2.476881337619880981e+02
4.494202662119142211e+00,-8.161182437992651728e+01,-2.487744012669924132e+02
4.567301270168746541e+00,-8.224926456072880399e+01,-2.497752342992075683e+02
4.641588833612781961e+00,-8.287696287376311943e+01,-2.506996271370367140e+02
4.717084690917012324e+00,-8.349533642471544681e+01,-2.515554470048138000e+02
4.793808495089106891e+00,-8.410480841049214007e+01,-2.523495894748473916e+02
4.871780218794630635e+00,-8.470579937018669625e+01,-2.530881122325106389e+02
4.951020159556350997e+00,-8.529872118877592868e+01,-2.537763497466867193e+02
5.031548945038056608e+00,-8.588397310579706811e+01,-2.544190113485693701e+02
5.113387538414320588e+00,-8.646193917811631025e+01,-2.550202650389495602e+02
5.196557243827657047e+00,-8.703298679139678029e+01,-2.555838090998756513e+02
5.281079711934331122e+00,-8.759746592221586070e+01,-2.561129333272348276e+02
5.366976945540476329e+00,-8.815570893191910784e+01,-2.566105714510368898e+02
5.454271305329836395e+00,-8.870803073162997521e+01,-2.570793460819192546e+02
5.542985515684662801e+00,-8.925472920085152850e+01,-2.575216073202542475e+02
5.633142670601351654e+00,-8.979608577383319812e+01,-2.579394659887959733e+02
5.724766239702178794e+00,-9.033236613129801640e+01,-2.583348222995423953e+02
5.817880074344935259e+00,-9.086382095242379364e+01,-2.587093906379215582e+02
5.912508413831881526e+00,-9.139068669473826390e+01,-2.590647210397510207e+02
6.008675891719680529e+00,-9.191318637901076727e+01,-2.594022178458988606e+02
6.106407542232036079e+00,-9.243153036316734017e+01,-2.597231559436428938e+02
6.205728806776500406e+00,-9.294591709436002702e+01,-2.600286949400999674e+02
6.306665540567405692e+00,-9.345653383206732201e+01,-2.603198915598094345e+02
6.409244019356457045e+00,-9.396355733783009612e+01,-2.605977105139087371e+02
6.513490946272796123e+00,-9.446715452920722100e+01,-2.608630340509062080e+02
6.619433458774388157e+00,-9.496748309695546197e+01,-2.611166703676403813e+02
6.727099135712336420e+00,-9.546469208544198182e+01,-2.613593610326078078e+02
6.836516004510238886e+00,-9.595892243699961455e+01,-2.615917875516139475e+02
6.947712548460240001e+00,-9.645030750140462317e+01,-2.618145771869559439e+02
7.060717714137765277e+00,-9.693897351196415002e+01,-2.620283081255116713e+02
7.175560918936921162e+00,-9.742504002988347622e+01,-2.622335140777054221e+02
7.292272058728312523e+00,-9.790862035867810675e+01,-2.624306883779502755e+02
7.410881515641570161e+00,-9.838982193042934909e+01,-2.626202876475077232e+02
7.531420165974375358e+00,-9.886874666566647818e+01,-2.628027350724754569e+02
7.653919388230155718e+00,-9.934549130861665844e+01,-2.629784233425928619e+02
7.778411071286481793e+00,-9.982014773949737219e+01,-2.631477172905497355e+02
7.904927622696420464e+00,-1.002928032654498622e+02,-2.633109562663373140e+02
8.033501977124734239e+00,-1.007635408916237907e+02,-2.634684562767625948e+02
8.164167604921471977e+00,-1.012324395738372402e+02,-2.636205119164469579e+02
8.296958520834914808e+00,-1.016995744541432600e+02,-2.637673981133502821e+02
8.431909292866251349e+00,-1.021650170805470168e+02,-2.639093717090312907e+02
8.569055051268346546e+00,-1.026288356120309402e+02,-2.640466728914051942e+02
8.708431497690723333e+00,-1.030910950099622312e+02,-2.641795264956332971e+02
8.850074914473438525e+00,-1.035518572168800517e+02,-2.643081431869323978e+02
8.994022174092053845e+00,-1.040111813235839833e+02,-2.644327205374860341e+02
9.140310748756222736e+00,-1.044691237253774574e+02,-2.645534440082361698e+02
9.288978720164497105e+00,-1.049257382682546478e+02,-2.646704878451100740e+02
9.440064789417602853e+00,-1.053810763857580781e+02,-2.647840158981654213e+02
9.593608287093147169e+00,-1.058351872271805405e+02,-2.648941823711973029e+02
9.749649183484097037e+00,-1.062881177777307471e+02,-2.650011325085243925e+02
9.908228099003787648e+00,-1.067399129712359382e+02,-2.651050032249480637e+02
1.006938631476027091e+01,-1.071906157959100767e+02,-2.652059236842363816e+02
1.023316578330244830e+01,-1.076402673936745487e+02,-2.653040158309216849e+02
1.039960913954120336e+01,-1.080889071534832624e+02,-2.653993948797033227e+02
1.056875971184805074e+01,-1.085365727990665903e+02,-2.654921697663017994e+02
1.074066153333432361e+01,-1.089833004714790690e+02,-2.655824435632235918e+02
1.091535935331391016e+01,-1.094291248068056461e+02,-2.656703138635451751e+02
1.109289864895222699e+01,-1.098740790093538777e+02,-2.657558731355176178e+02
1.127332563710487179e+01,-1.103181949206364720e+02,-2.658392090505182637e+02
1.145668728634872657e+01,-1.107615030844239499e+02,-2.659204047866288647e+02
1.164303132920875683e+01,-1.112040328081274083e+02,-2.659995393099033549e+02
1.183240627458378036e+01,-1.116458122207522621e+02,-2.660766876351909218e+02
1.202486142037412264e+01,-1.120868683276447229e+02,-2.661519210682054677e+02
1.222044686631488730e+01,-1.125272270622389357e+02,-2.662253074303756648e+02
1.241921352701784542e+01,-1.129669133349952688e+02,-2.662969112678692341e+02
1.262121314522546101e+01,-1.134059510797079042e+02,-2.663667940460576347e+02
1.282649830528059809e+01,-1.138443632973468880e+02,-2.664350143305747451e+02
1.303512244681508925e+01,-1.142821720975873490e+02,-2.665016279560200019e+02
1.324713987866117471e+01,-1.147193987381692324e+02,-2.665666881832636363e+02
1.346260579298911075e+01,-1.151560636622193812e+02,-2.666302458462295704e+02
1.368157627967470447e+01,-1.155921865336594578e+02,-2.666923494889546760e+02
1.390410834090069692e+01,-1.160277862708149996e+02,-2.667530454936558044e+02
1.413025990599533621e+01,-1.164628810783315060e+02,-2.668123782004748819e+02
1.436008984651260612e+01,-1.168974884774983707e+02,-2.668703900195140477e+02
1.459365799155757593e+01,-1.173316253350731415e+02,-2.669271215357257461e+02
1.483102514336102828e+01,-1.177653078906926822e+02,-2.669826116071728848e+02
1.507225309310755534e+01,-1.181985517829528760e+02,-2.670368974571345575e+02
1.531740463702079857e+01,-1.186313720742317628e+02,-2.670900147604943413e+02
1.556654359271061949e+01,-1.190637832743275624e+02,-2.671419977248122564e+02
